"","User_id","Age_yrs","Ethnicity","File.Name","User_task","id","Image.Size","File.Type","ISO","Light.Value","Megapixels","Aperture.Value","Brightness.Value","Exposure.Time","Sensing.Method","Shutter.Speed.Value","White.Balance","Camera.Model.Name","ExifTool.Version.Number","User_task_2","User_cam_utilization_rate","ASQ.reliabiltiy","CSUQ.satisfaction.reliabiltiy","Age","Age_yrs2","User_cam_utilization_rate2"
"219","User_219","(>=18 or <=65)","Black","User_219.jpg","image_surr_no_auth",219," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.7"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",147,0.801,0.689,82,"(<18 or >65)",0.3675
"220","User_220","(<18 or >65)","White","User_220.jpg","image_surr_auth",220," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.7"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",151,0.681,0.825,64,"(>=18 or <=65)",0.3775
"221","User_221","(>=18 or <=65)","White","User_221.jpg","image_surr_no_auth",221," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.73"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",141,0.818,0.69,36,"(>=18 or <=65)",0.3525
"222","User_222","(<18 or >65)","White","User_222.jpg","image_surr_auth",222," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.74"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",151,0.766,0.725,47,"(>=18 or <=65)",0.3775
"223","User_223","(>=18 or <=65)","Black","User_223.jpg","image_surr_no_auth",223," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.76"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",129,0.731,0.827,84,"(<18 or >65)",0.3225
"224","User_224","(<18 or >65)","Black","User_224.jpg","image_surr_auth",224," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.79"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",183,0.661,0.722,33,"(>=18 or <=65)",0.4575
"225","User_225","(<18 or >65)","Black","User_225.jpg","image_surr_no_auth",225," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.83"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",163,0.847,0.709,85,"(<18 or >65)",0.4075
"226","User_226","(<18 or >65)","Black","User_226.jpg","image_surr_auth",226," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.93"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",177,0.905,0.785,65,"(<18 or >65)",0.4425
"227","User_227","(<18 or >65)","White","User_227.jpg","image_surr_no_auth",227," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.93"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",171,0.628,0.743,14,"(<18 or >65)",0.4275
"228","User_228","(>=18 or <=65)","Black","User_228.jpg","image_surr_auth",228," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.94"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",159,0.66,0.812,61,"(>=18 or <=65)",0.3975
"229","User_229","(<18 or >65)","White","User_229.jpg","image_surr_no_auth",229," 2880x2160"," JPEG",50," 4.9"," 6.2"," 2.2"," 3.95"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",171,0.81,0.805,47,"(>=18 or <=65)",0.4275
"230","User_230","(<18 or >65)","Brown","User_230.jpg","image_surr_auth",230," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.04"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",153,0.739,0.806,32,"(>=18 or <=65)",0.3825
"231","User_231","(>=18 or <=65)","White","User_231.jpg","image_surr_no_auth",231," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.06"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",159,0.841,0.803,69,"(<18 or >65)",0.3975
"232","User_232","(<18 or >65)","Brown","User_232.jpg","image_surr_auth",232," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.14"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",163,0.634,0.786,22,"(>=18 or <=65)",0.4075
"233","User_233","(>=18 or <=65)","White","User_233.jpg","image_surr_no_auth",233," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.16"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",155,0.77,0.82,37,"(>=18 or <=65)",0.3875
"234","User_234","(>=18 or <=65)","Brown","User_234.jpg","image_surr_auth",234," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.17"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",169,0.718,0.825,11,"(<18 or >65)",0.4225
"235","User_235","(>=18 or <=65)","Brown","User_235.jpg","image_surr_no_auth",235," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.19"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",189,0.909,0.708,45,"(>=18 or <=65)",0.4725
"236","User_236","(<18 or >65)","White","User_236.jpg","image_surr_auth",236," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.21"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",174,0.681,0.846,29,"(>=18 or <=65)",0.435
"237","User_237","(<18 or >65)","White","User_237.jpg","image_surr_no_auth",237," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.22"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",148,0.732,0.73,11,"(<18 or >65)",0.37
"238","User_238","(>=18 or <=65)","White","User_238.jpg","image_surr_auth",238," 2880x2160"," JPEG",50," 5.2"," 6.2"," 2.2"," 4.24"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",158,0.74,0.844,26,"(>=18 or <=65)",0.395
"239","User_239","(<18 or >65)","Brown","User_239.jpg","image_surr_no_auth",239," 2880x2160"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.25"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",153,0.843,0.766,77,"(<18 or >65)",0.3825
"240","User_240","(<18 or >65)","White","User_240.jpg","image_surr_auth",240," 2880x2160"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.25"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",162,0.794,0.78,19,"(>=18 or <=65)",0.405
"241","User_241","(<18 or >65)","White","User_241.jpg","image_surr_no_auth",241," 2880x2160"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.32"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",179,0.845,0.783,55,"(>=18 or <=65)",0.4475
"242","User_242","(<18 or >65)","Black","User_242.jpg","image_surr_auth",242," 2880x2160"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.4"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",165,0.804,0.699,50,"(>=18 or <=65)",0.4125
"243","User_243","(>=18 or <=65)","White","User_243.jpg","image_surr_no_auth",243," 2880x2160"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.4"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",172,0.717,0.714,36,"(>=18 or <=65)",0.43
"244","User_244","(<18 or >65)","Black","User_244.jpg","image_surr_auth",244," 2880x2160"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.43"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",151,0.657,0.734,39,"(>=18 or <=65)",0.3775
"245","User_245","(<18 or >65)","White","User_245.jpg","image_surr_no_auth",245," 4160x3120"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.45"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",154,0.624,0.828,68,"(<18 or >65)",0.385
"246","User_246","(<18 or >65)","White","User_246.jpg","image_surr_auth",246," 4160x3120"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.5"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",179,0.692,0.853,83,"(<18 or >65)",0.4475
"247","User_247","(<18 or >65)","Brown","User_247.jpg","image_surr_no_auth",247," 4160x3120"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.5"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",152,0.704,0.76,42,"(>=18 or <=65)",0.38
"248","User_248","(<18 or >65)","Black","User_248.jpg","image_surr_auth",248," 4160x3120"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.6"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",147,0.781,0.781,79,"(<18 or >65)",0.3675
"249","User_249","(>=18 or <=65)","Brown","User_249.jpg","image_surr_no_auth",249," 4160x3120"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.64"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",154,0.67,0.645,69,"(<18 or >65)",0.385
"250","User_250","(<18 or >65)","Black","User_250.jpg","image_surr_auth",250," 4160x3120"," JPEG",50," 5.6"," 6.2"," 2.2"," 4.64"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",159,0.735,0.668,58,"(>=18 or <=65)",0.3975
"251","User_251","(<18 or >65)","White","User_251.jpg","image_surr_no_auth",251," 4160x3120"," JPEG",50," 5.8"," 6.2"," 2.2"," 4.66"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",152,0.745,0.781,56,"(>=18 or <=65)",0.38
"252","User_252","(<18 or >65)","Black","User_252.jpg","image_surr_auth",252," 4160x3120"," JPEG",50," 6.0"," 6.2"," 2.2"," 4.69"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",154,0.767,0.771,56,"(>=18 or <=65)",0.385
"253","User_253","(<18 or >65)","Brown","User_253.jpg","image_surr_no_auth",253," 4160x3120"," JPEG",50," 6.0"," 6.2"," 2.2"," 4.79"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",195,0.729,0.715,13,"(<18 or >65)",0.4875
"254","User_254","(<18 or >65)","White","User_254.jpg","image_surr_auth",254," 4160x3120"," JPEG",50," 6.0"," 6.2"," 2.2"," 4.95"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",178,0.604,0.777,69,"(<18 or >65)",0.445
"255","User_255","(<18 or >65)","White","User_255.jpg","image_surr_no_auth",255," 4160x3120"," JPEG",50," 6.0"," 6.2"," 2.2"," 4.98"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",157,0.729,0.765,23,"(>=18 or <=65)",0.3925
"256","User_256","(<18 or >65)","Black","User_256.jpg","image_surr_auth",256," 4160x3120"," JPEG",50," 6.0"," 6.2"," 2.2"," 4.99"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",175,0.7,0.814,55,"(>=18 or <=65)",0.4375
"257","User_257","(>=18 or <=65)","White","User_257.jpg","image_surr_no_auth",257," 4160x3120"," JPEG",50," 6.0"," 6.2"," 2.2"," 5"," 1/30"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","new_camera_location",142,0.804,0.672,26,"(>=18 or <=65)",0.355
"258","User_258","(>=18 or <=65)","White","User_258.jpg","image_surr_auth",258," 4160x3120"," JPEG",50," 6.2"," 6.2"," 2.2"," 5.02"," 1/310"," One-chip color area"," 1/30"," Auto"," LM-X220"," 12.29","existing_camera_location",164,0.775,0.715,51,"(>=18 or <=65)",0.41
"259","User_259","(>=18 or <=65)","Black","User_259.jpg","image_surr_no_auth",259," 4160x3120"," JPEG",50," 6.2"," 6.2"," 2.2"," 5.12"," 1/320"," One-chip color area"," 1/310"," Auto"," LM-X220"," 12.29","new_camera_location",168,0.726,0.828,57,"(>=18 or <=65)",0.42
"260","User_260","(>=18 or <=65)","White","User_260.jpg","image_surr_auth",260," 4160x3120"," JPEG",50," 6.2"," 6.2"," 2.2"," 5.23"," 1/325"," One-chip color area"," 1/320"," Auto"," LM-X220"," 12.29","existing_camera_location",160,0.893,0.733,64,"(>=18 or <=65)",0.4
"261","User_261","(<18 or >65)","Brown","User_261.jpg","image_surr_no_auth",261," 4160x3120"," JPEG",50," 6.2"," 6.2"," 2.2"," 5.28"," 1/325"," One-chip color area"," 1/325"," Auto"," LM-X220"," 12.29","new_camera_location",163,0.846,0.811,83,"(<18 or >65)",0.4075
"262","User_262","(>=18 or <=65)","Brown","User_262.jpg","image_surr_auth",262," 4160x3120"," JPEG",50," 6.3"," 6.2"," 2.2"," 5.29"," 1/325"," One-chip color area"," 1/325"," Auto"," LM-X220"," 12.29","existing_camera_location",187,0.718,0.764,26,"(>=18 or <=65)",0.4675
"263","User_263","(>=18 or <=65)","Black","User_263.jpg","image_surr_no_auth",263," 4160x3120"," JPEG",50," 6.3"," 6.2"," 2.2"," 5.31"," 1/325"," One-chip color area"," 1/325"," Auto"," LM-X220"," 12.29","new_camera_location",186,0.793,0.69,23,"(>=18 or <=65)",0.465
"264","User_264","(<18 or >65)","White","User_264.jpg","image_surr_auth",264," 4160x3120"," JPEG",50," 6.3"," 6.2"," 2.2"," 5.32"," 1/325"," One-chip color area"," 1/325"," Auto"," LM-X220"," 12.29","existing_camera_location",163,0.642,0.818,24,"(>=18 or <=65)",0.4075
"265","User_265","(<18 or >65)","White","User_265.jpg","image_surr_no_auth",265," 4160x3120"," JPEG",50," 6.3"," 6.2"," 2.2"," 5.33"," 1/336"," One-chip color area"," 1/336"," Auto"," LM-X220"," 12.29","new_camera_location",181,0.685,0.889,48,"(>=18 or <=65)",0.4525
"266","User_266","(<18 or >65)","Black","User_266.jpg","image_surr_auth",266," 4160x3120"," JPEG",50," 6.3"," 6.2"," 2.2"," 5.35"," 1/336"," One-chip color area"," 1/336"," Auto"," LM-X220"," 12.29","existing_camera_location",144,0.852,0.886,62,"(>=18 or <=65)",0.36
"267","User_267","(>=18 or <=65)","Black","User_267.jpg","image_surr_no_auth",267," 4160x3120"," JPEG",50," 6.3"," 6.2"," 2.2"," 5.36"," 1/355"," One-chip color area"," 1/345"," Auto"," LM-X220"," 12.29","new_camera_location",175,0.66,0.652,36,"(>=18 or <=65)",0.4375
"268","User_268","(<18 or >65)","Black","User_268.jpg","image_surr_auth",268," 4160x3120"," JPEG",50," 6.3"," 6.2"," 2.2"," 5.44"," 1/365"," One-chip color area"," 1/355"," Auto"," LM-X220"," 12.29","existing_camera_location",157,0.916,0.759,62,"(>=18 or <=65)",0.3925
"269","User_269","(<18 or >65)","Black","User_269.jpg","image_surr_no_auth",269," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.49"," 1/389"," One-chip color area"," 1/365"," Auto"," LM-X220"," 12.29","new_camera_location",141,0.812,0.783,47,"(>=18 or <=65)",0.3525
"270","User_270","(>=18 or <=65)","Black","User_270.jpg","image_surr_auth",270," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.52"," 1/389"," One-chip color area"," 1/389"," Auto"," LM-X220"," 12.29","existing_camera_location",153,0.728,0.747,22,"(>=18 or <=65)",0.3825
"271","User_271","(>=18 or <=65)","Black","User_271.jpg","image_surr_no_auth",271," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.52"," 1/40"," One-chip color area"," 1/389"," Auto"," LM-X220"," 12.29","new_camera_location",149,0.752,0.807,84,"(<18 or >65)",0.3725
"272","User_272","(>=18 or <=65)","Black","User_272.jpg","image_surr_auth",272," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.57"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","existing_camera_location",158,0.679,0.672,70,"(<18 or >65)",0.395
"273","User_273","(<18 or >65)","White","User_273.jpg","image_surr_no_auth",273," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.65"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","new_camera_location",144,0.655,0.797,63,"(>=18 or <=65)",0.36
"274","User_274","(>=18 or <=65)","Black","User_274.jpg","image_surr_auth",274," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.69"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","existing_camera_location",154,0.811,0.794,61,"(>=18 or <=65)",0.385
"275","User_275","(<18 or >65)","White","User_275.jpg","image_surr_no_auth",275," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.76"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","new_camera_location",175,0.829,0.786,81,"(<18 or >65)",0.4375
"276","User_276","(<18 or >65)","White","User_276.jpg","image_surr_auth",276," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.81"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","existing_camera_location",169,0.746,0.87,60,"(>=18 or <=65)",0.4225
"277","User_277","(<18 or >65)","Black","User_277.jpg","image_surr_no_auth",277," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.82"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","new_camera_location",178,0.679,0.643,25,"(>=18 or <=65)",0.445
"278","User_278","(>=18 or <=65)","Brown","User_278.jpg","image_surr_auth",278," 4160x3120"," JPEG",50," 6.4"," 6.2"," 2.2"," 5.83"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","existing_camera_location",191,0.774,0.755,85,"(<18 or >65)",0.4775
"279","User_279","(<18 or >65)","Black","User_279.jpg","image_surr_no_auth",279," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 5.84"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","new_camera_location",153,0.644,0.718,45,"(>=18 or <=65)",0.3825
"280","User_280","(>=18 or <=65)","White","User_280.jpg","image_surr_auth",280," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 5.84"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","existing_camera_location",140,0.574,0.783,22,"(>=18 or <=65)",0.35
"281","User_281","(>=18 or <=65)","Black","User_281.jpg","image_surr_no_auth",281," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 5.86"," 1/40"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","new_camera_location",188,0.83,0.809,23,"(>=18 or <=65)",0.47
"282","User_282","(<18 or >65)","Black","User_282.jpg","image_surr_auth",282," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 5.9"," 1/400"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","existing_camera_location",155,0.842,0.63,50,"(>=18 or <=65)",0.3875
"283","User_283","(<18 or >65)","Brown","User_283.jpg","image_surr_no_auth",283," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 5.9"," 1/400"," One-chip color area"," 1/40"," Auto"," LM-X220"," 12.29","new_camera_location",168,0.668,0.631,28,"(>=18 or <=65)",0.42
"284","User_284","(<18 or >65)","Brown","User_284.jpg","image_surr_auth",284," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 5.91"," 1/400"," One-chip color area"," 1/400"," Auto"," LM-X220"," 12.29","existing_camera_location",169,0.718,0.681,73,"(<18 or >65)",0.4225
"285","User_285","(<18 or >65)","White","User_285.jpg","image_surr_no_auth",285," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 6.09"," 1/411"," One-chip color area"," 1/400"," Auto"," LM-X220"," 12.29","new_camera_location",154,0.827,0.791,42,"(>=18 or <=65)",0.385
"286","User_286","(<18 or >65)","Black","User_286.jpg","image_surr_auth",286," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 6.2"," 1/438"," One-chip color area"," 1/411"," Auto"," LM-X220"," 12.29","existing_camera_location",155,0.736,0.657,13,"(<18 or >65)",0.3875
"287","User_287","(<18 or >65)","White","User_287.jpg","image_surr_no_auth",287," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 6.41"," 1/438"," One-chip color area"," 1/411"," Auto"," LM-X220"," 12.29","new_camera_location",155,0.782,0.654,33,"(>=18 or <=65)",0.3875
"288","User_288","(>=18 or <=65)","White","User_288.jpg","image_surr_auth",288," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 6.47"," 1/438"," One-chip color area"," 1/438"," Auto"," LM-X220"," 12.29","existing_camera_location",185,0.745,0.801,19,"(>=18 or <=65)",0.4625
"289","User_289","(>=18 or <=65)","White","User_289.jpg","image_surr_no_auth",289," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 6.52"," 1/464"," One-chip color area"," 1/438"," Auto"," LM-X220"," 12.29","new_camera_location",161,0.775,0.852,22,"(>=18 or <=65)",0.4025
"290","User_290","(<18 or >65)","White","User_290.jpg","image_surr_auth",290," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 6.58"," 1/464"," One-chip color area"," 1/452"," Auto"," LM-X220"," 12.29","existing_camera_location",156,0.751,0.687,24,"(>=18 or <=65)",0.39
"291","User_291","(<18 or >65)","Black","User_291.jpg","image_surr_no_auth",291," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 6.62"," 1/464"," One-chip color area"," 1/464"," Auto"," LM-X220"," 12.29","new_camera_location",168,0.899,0.83,62,"(>=18 or <=65)",0.42
"292","User_292","(<18 or >65)","White","User_292.jpg","image_surr_auth",292," 4160x3120"," JPEG",50," 6.6"," 6.2"," 2.2"," 6.62"," 1/480"," One-chip color area"," 1/464"," Auto"," LM-X220"," 12.29","existing_camera_location",169,0.839,0.756,45,"(>=18 or <=65)",0.4225
"293","User_293","(<18 or >65)","White","User_293.jpg","image_surr_no_auth",293," 4160x3120"," JPEG",50," 6.9"," 6.2"," 2.2"," 6.63"," 1/480"," One-chip color area"," 1/464"," Auto"," LM-X220"," 12.29","new_camera_location",143,0.826,0.809,63,"(>=18 or <=65)",0.3575
"294","User_294","(>=18 or <=65)","Black","User_294.jpg","image_surr_auth",294," 4160x3120"," JPEG",50," 6.9"," 6.2"," 2.2"," 6.63"," 1/480"," One-chip color area"," 1/480"," Auto"," LM-X220"," 12.29","existing_camera_location",165,0.754,0.81,58,"(>=18 or <=65)",0.4125
"295","User_295","(<18 or >65)","Brown","User_295.jpg","image_surr_no_auth",295," 4160x3120"," JPEG",50," 6.9"," 6.2"," 2.2"," 6.65"," 1/494"," One-chip color area"," 1/480"," Auto"," LM-X220"," 12.29","new_camera_location",175,0.655,0.703,23,"(>=18 or <=65)",0.4375
"296","User_296","(<18 or >65)","Brown","User_296.jpg","image_surr_auth",296," 4160x3120"," JPEG",50," 6.9"," 6.2"," 2.2"," 6.66"," 1/494"," One-chip color area"," 1/480"," Auto"," LM-X220"," 12.29","existing_camera_location",146,0.75,0.784,23,"(>=18 or <=65)",0.365
"297","User_297","(>=18 or <=65)","White","User_297.jpg","image_surr_no_auth",297," 4160x3120"," JPEG",50," 6.9"," 6.2"," 2.2"," 6.72"," 1/509"," One-chip color area"," 1/480"," Auto"," LM-X220"," 12.29","new_camera_location",171,0.757,0.728,72,"(<18 or >65)",0.4275
"298","User_298","(>=18 or <=65)","White","User_298.jpg","image_surr_auth",298," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 6.81"," 1/525"," One-chip color area"," 1/494"," Auto"," LM-X220"," 12.29","existing_camera_location",153,0.68,0.696,27,"(>=18 or <=65)",0.3825
"299","User_299","(>=18 or <=65)","Black","User_299.jpg","image_surr_no_auth",299," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 6.87"," 1/525"," One-chip color area"," 1/509"," Auto"," LM-X220"," 12.29","new_camera_location",170,0.712,0.76,49,"(>=18 or <=65)",0.425
"300","User_300","(>=18 or <=65)","White","User_300.jpg","image_surr_auth",300," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 6.91"," 1/525"," One-chip color area"," 1/509"," Auto"," LM-X220"," 12.29","existing_camera_location",144,0.744,0.773,22,"(>=18 or <=65)",0.36
"301","User_301","(<18 or >65)","White","User_301.jpg","image_surr_no_auth",301," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 6.91"," 1/539"," One-chip color area"," 1/525"," Auto"," LM-X220"," 12.29","new_camera_location",115,0.719,0.817,29,"(>=18 or <=65)",0.2875
"302","User_302","(<18 or >65)","Black","User_302.jpg","image_surr_auth",302," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 6.91"," 1/539"," One-chip color area"," 1/525"," Auto"," LM-X220"," 12.29","existing_camera_location",138,0.721,0.65,72,"(<18 or >65)",0.345
"303","User_303","(<18 or >65)","Brown","User_303.jpg","image_surr_no_auth",303," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 6.96"," 1/539"," One-chip color area"," 1/539"," Auto"," LM-X220"," 12.29","new_camera_location",154,0.611,0.842,84,"(<18 or >65)",0.385
"304","User_304","(>=18 or <=65)","White","User_304.jpg","image_surr_auth",304," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 7"," 1/539"," One-chip color area"," 1/539"," Auto"," LM-X220"," 12.29","existing_camera_location",154,0.779,0.838,12,"(<18 or >65)",0.385
"305","User_305","(>=18 or <=65)","White","User_305.jpg","image_surr_no_auth",305," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 7"," 1/539"," One-chip color area"," 1/539"," Auto"," LM-X220"," 12.29","new_camera_location",166,0.708,0.83,63,"(>=18 or <=65)",0.415
"306","User_306","(>=18 or <=65)","Black","User_306.jpg","image_surr_auth",306," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 7.01"," 1/539"," One-chip color area"," 1/539"," Auto"," LM-X220"," 12.29","existing_camera_location",162,0.891,0.658,40,"(>=18 or <=65)",0.405
"307","User_307","(<18 or >65)","Black","User_307.jpg","image_surr_no_auth",307," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 7.05"," 1/557"," One-chip color area"," 1/539"," Auto"," LM-X220"," 12.29","new_camera_location",165,0.808,0.744,52,"(>=18 or <=65)",0.4125
"308","User_308","(>=18 or <=65)","Brown","User_308.jpg","image_surr_auth",308," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 7.13"," 1/557"," One-chip color area"," 1/539"," Auto"," LM-X220"," 12.29","existing_camera_location",156,0.701,0.721,83,"(<18 or >65)",0.39
"309","User_309","(>=18 or <=65)","White","User_309.jpg","image_surr_no_auth",309," 4160x3120"," JPEG",50," 7.2"," 6.2"," 2.2"," 7.15"," 1/557"," One-chip color area"," 1/539"," Auto"," LM-X220"," 12.29","new_camera_location",147,0.788,0.762,51,"(>=18 or <=65)",0.3675
